id,date_collected,retailer_type,retailer_detail,food_type,food_detail,label_type,label_language,label_date,approximate_dollar_value,image_id,collection_lat,collection_long,label_explanation
5e4d4cbba5612b4eadee87ce,2/11/2020,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,pasteurized grade a goat milk,package printed,sell by,2/14/2020,14.99,IMG_1931,40.69335,-73.9915,
5e4d4cc5a5612b4eadee87cf,2/11/2020,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,pasteurized grade a goat milk,package printed,sell by,2/14/2020,14.99,IMG_1932,40.69335,-73.9915,
5e4d4ccca5612b4eadee87d0,2/11/2020,health food grocer,"ready-to-eat, shelf-stable, frozen, and perishable health food",perishable,pasteurized grade a goat milk,package printed,sell by,2/14/2020,14.99,IMG_1933,40.69335,-73.9915,
5e62a8a357dbdc6ff70045a3,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,eggs,package printed,exp,3/5/2021,4.99,IMG_1960,40.69415,-73.99233,
5e62a90057dbdc6ff70045a4,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,american cheese slices,package printed,,12/29/2019,4.99,IMG_1961,40.69415,-73.99233,
5e62a9a957dbdc6ff70045a5,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,yogurt,package printed,,3/13/2020,1.89,IMG_1963,40.69415,-73.99233,
5e62a9de57dbdc6ff70045a6,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,yogurt,package printed,,3/12/2020,1.89,IMG_1964,40.69415,-73.99233,
5e62aa2957dbdc6ff70045a7,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,yogurt,package printed,,3/13/2020,1.89,IMG_1965,40.69415,-73.99233,
5e62aa3c57dbdc6ff70045a8,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,yogurt,package printed,,3/13/2020,1.89,IMG_1966,40.69415,-73.99233,
5e62aa5857dbdc6ff70045a9,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,yogurt,package printed,,3/13/2020,1.89,IMG_1968,40.69415,-73.99233,
5e62aad057dbdc6ff70045aa,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",ready-to-eat,basil infused tuna,package printed,best if used by,3/8/2020,3.19,IMG_1971,40.69415,-73.99233,
5e62ab7957dbdc6ff70045ab,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",ready-to-eat,cold brew coffee with almond milk,package printed,,2/19/2020,3.29,IMG_1972,40.69415,-73.99233,
5e62ac6557dbdc6ff70045ac,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",packaged,chickpea snacks,package printed,best by,9/19/2020,2.39,IMG_1973,40.69415,-73.99233,
5e62ad3157dbdc6ff70045ad,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,pepper jack cheese snack,package printed,p5b 16:50,2/9/2020,1.39,IMG_1975,40.69415,-73.99233,
5e62ad5f57dbdc6ff70045ae,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,pepper jack cheese snack,package printed,p5b 16:50,2/9/2020,1.39,IMG_1977,40.69415,-73.99233,
5e62ad7c57dbdc6ff70045af,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,pepper jack cheese snack,package printed,p5b 16:50,2/9/2020,1.39,IMG_1978,40.69415,-73.99233,
5e62b0d057dbdc6ff70045b0,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",ready-to-eat,italian deli meat sandwich,sticker,use by,3/4/2020,5.99,IMG_1979,40.69415,-73.99233,
5e62b34f57dbdc6ff70045b2,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",ready-to-eat,red velvet cake slice,sticker,,3/11/2020,2.99,IMG_1982,40.69415,-73.99233,
5e62b36757dbdc6ff70045b3,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",ready-to-eat,red velvet cake slice,sticker,,3/6/2020,2.99,IMG_1983,40.69415,-73.99233,
5e62b37857dbdc6ff70045b4,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",ready-to-eat,red velvet cake slice,sticker,,3/6/2020,2.99,IMG_1984,40.69415,-73.99233,
5e62b38c57dbdc6ff70045b5,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",ready-to-eat,red velvet cake slice,sticker,,3/11/2020,2.99,IMG_1985,40.69415,-73.99233,
5e62b42c57dbdc6ff70045b7,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",ready-to-eat,brownie-cookie,sticker,,3/6/2020,2.99,IMG_1986,40.69415,-73.99233,
5e62b45b57dbdc6ff70045b8,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",ready-to-eat,chocolate cake,sticker,,3/6/2020,2.99,IMG_1987,40.69415,-73.99233,
5e62b48b57dbdc6ff70045b9,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",ready-to-eat,chocolate cake,sticker,,3/6/2020,2.99,IMG_1988,40.69415,-73.99233,
5e62b49b57dbdc6ff70045ba,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",ready-to-eat,chocolate cake,sticker,,3/6/2020,2.99,IMG_1989,40.69415,-73.99233,
5e62b5b857dbdc6ff70045bb,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",packaged,valentine's chocolate sampler,package printed,p6493,6/1/2020,6.99,IMG_1990,40.69415,-73.99233,
5e62b5ee57dbdc6ff70045bc,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",packaged,mini chocolate donuts,sticker,,3/1/2020,1.99,IMG_1991,40.69415,-73.99233,
5e62b69b57dbdc6ff70045bd,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",packaged,iced honey bun,sticker,,3/10/2020,2.99,IMG_1992,40.69415,-73.99233,
5e62b6db57dbdc6ff70045bf,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",packaged,iced honey bun,sticker,,3/10/2020,2.99,IMG_1993,40.69415,-73.99233,
5e62b6f557dbdc6ff70045c0,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",packaged,iced honey bun,sticker,,3/10/2020,2.99,IMG_1994,40.69415,-73.99233,
5e62b80457dbdc6ff70045c1,3/5/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",packaged,king size heart-shaped peanut butter cups,package printed,bb,8/1/2020,0.99,IMG_1995,40.69415,-73.99233,
5e84fc680cd3827d5d8cff86,3/16/2020,coffeeshop,ready-to-eat and prepackaged food,packaged,cinnamon raisin bagel,sticker,for,3/15/2020,1.75,IMG_1997,40.6946,-73.99395,
5e84fe560cd3827d5d8cff87,3/16/2020,coffeeshop,ready-to-eat and prepackaged food,packaged,cheese and fruit box,sticker,enjoy by,3/16/2020,5.75,IMG_1996,40.6946,-73.99395,
5f48f6f1d40911354700bc97,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,honey turkey and swiss wrap,package printed,exp,8/21/2020,8,IMG_4013,40.69485,-73.9949,
5f4bc1509bc38e8c3bf3ae33,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,honey turkey and swiss wrap,package printed,exp,8/21/2020,8,IMG_4014,40.69485,-73.9949,
5f4bc1929bc38e8c3bf3ae34,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,honey turkey and swiss wrap,package printed,exp,8/21/2020,8,IMG_4015,40.69485,-73.9949,
5f4bc3339bc38e8c3bf3ae35,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,honey turkey and swiss wrap,package printed,exp,8/21/2020,8,IMG_4016,40.69485,-73.9949,
5f4bc3f39bc38e8c3bf3ae36,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,honey turkey and swiss wrap,package printed,exp,8/22/2020,8,IMG_4017,40.69485,-73.9949,
5f4bc5609bc38e8c3bf3ae37,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,honey turkey and swiss wrap,package printed,exp,8/21/2020,8,IMG_4018,40.69485,-73.9949,
5f4bc5999bc38e8c3bf3ae38,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,honey turkey and swiss wrap,package printed,exp,8/22/2020,8,IMG_4019,40.69485,-73.9949,
5f4bc6709bc38e8c3bf3ae39,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,deli wrap,package printed,exp,8/25/2020,8.5,IMG_4020,40.69485,-73.9949,
5f4bc68e9bc38e8c3bf3ae3a,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,deli wrap,package printed,exp,8/25/2020,8.5,IMG_4021,40.69485,-73.9949,
5f4bc6a39bc38e8c3bf3ae3b,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,deli wrap,package printed,exp,8/24/2020,8.5,IMG_4022,40.69485,-73.9949,
5f4bc7839bc38e8c3bf3ae3c,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,spicy avocado blt,package printed,exp,8/24/2020,8.5,IMG_4023,40.69485,-73.9949,
5f4bc8289bc38e8c3bf3ae3d,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,brussels sprouts,package printed,,x0374107,3.99,IMG_4024,40.69485,-73.9949,
5f4bc8b89bc38e8c3bf3ae3e,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,farro kale salad,package printed,sell by,8/21/2020,9.13,IMG_4028,40.69485,-73.9949,
5f4bc9a99bc38e8c3bf3ae3f,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,veggie meatloaf large,package printed,sell by,8/14/2020,8.07,IMG_4029,40.69485,-73.9949,
5f4bc9ed9bc38e8c3bf3ae40,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,yankee pot roast,package printed,sell by,8/23/2020,14.4,IMG_4030,40.69485,-73.9949,
5f4bd41b9bc38e8c3bf3ae41,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,yankee pot roast,package printed,sell by,8/23/2020,14.4,IMG_4031,40.69485,-73.9949,
5f4bd45c9bc38e8c3bf3ae42,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,chicken salad,package printed,sell by,8/24/2020,5.76,IMG_4032,40.69485,-73.9949,
5f4bd5249bc38e8c3bf3ae43,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,chicken salad,package printed,sell by,8/21/2020,6.23,IMG_4033,40.69485,-73.9949,
5f4bd56a9bc38e8c3bf3ae44,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,whitefish salad,package printed,sell by,8/28/2020,12.05,IMG_4034,40.69485,-73.9949,
5f4bd5a99bc38e8c3bf3ae45,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,pesto tortellini,package printed,sell by,8/23/2020,4.14,IMG_4035,40.69485,-73.9949,
5f4bd61c9bc38e8c3bf3ae46,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,cut cantaloupe,package printed,sell by,8/22/2020,4.34,IMG_4036,40.69485,-73.9949,
5f4bd69d9bc38e8c3bf3ae47,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,orzo pasta salad,package printed,sell by,8/23/2020,2.82,IMG_4037,40.69485,-73.9949,
5f4bd7059bc38e8c3bf3ae48,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,orzo pasta salad,package printed,sell by,8/23/2020,3.17,IMG_4038,40.69485,-73.9949,
5f4bd7879bc38e8c3bf3ae49,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,cut pineapple,package printed,sell by,8/22/2020,4.49,IMG_4039,40.69485,-73.9949,
5f4bd8279bc38e8c3bf3ae4a,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,toasted freekeh pilaf,package printed,sell by,8/23/2020,4.23,IMG_4040,40.69485,-73.9949,
5f4bd8c99bc38e8c3bf3ae4b,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,carrot and celery sticks,package printed,exp,8/23/2020,2.95,IMG_4045,40.69485,-73.9949,
5f4bd97f9bc38e8c3bf3ae4c,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,carrot and celery sticks,package printed,exp,8/23/2020,2.95,IMG_4046,40.69485,-73.9949,
5f4bd9999bc38e8c3bf3ae4d,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,carrot and celery sticks,package printed,exp,8/23/2020,2.95,IMG_4048,40.69485,-73.9949,
5f4bd9c69bc38e8c3bf3ae4e,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,orange slices,package printed,sell by,8/23/2020,4.05,IMG_4044,40.69485,-73.9949,
5f4bda3d9bc38e8c3bf3ae4f,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,roasted brussels sprouts,package printed,sell by,8/18/2020,10.55,IMG_4043,40.69485,-73.9949,
5f4bda7b9bc38e8c3bf3ae50,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,roasted cauliflower,package printed,sell by,8/21/2020,14.38,IMG_4042,40.69485,-73.9949,
5f4bdabb9bc38e8c3bf3ae51,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,roasted cauliflower,package printed,sell by,8/24/2020,10.43,IMG_4041,40.69485,-73.9949,
5f4bdb8f9bc38e8c3bf3ae52,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,brussels sprouts,package printed,,x0374107,3.99,IMG_4027,40.69485,-73.9949,
5f4bdbf29bc38e8c3bf3ae53,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,brussels sprouts,package printed,,x0374107,3.99,IMG_4026,40.69485,-73.9949,
5f4bdc0a9bc38e8c3bf3ae54,8/24/2020,bakery/deli,ready-to-eat and prepackaged food,packaged,brussels sprouts,package printed,,x0374107,3.99,IMG_4025,40.69485,-73.9949,
5fb845f1797bb408d1ba2b8a,10/29/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,yogurt,package printed,,10/29/2020,1.89,IMG_3958,40.69415,-73.99233,
5fb84608797bb408d1ba2b8b,10/29/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,yogurt,package printed,,10/29/2020,1.89,IMG_3959,40.69415,-73.99233,
5fb8461b797bb408d1ba2b8c,10/29/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,yogurt,package printed,,10/29/2020,1.89,IMG_3960,40.69415,-73.99233,
5fb8462a797bb408d1ba2b8d,10/29/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,yogurt,package printed,,10/29/2020,1.89,IMG_3961,40.69415,-73.99233,
5fb8463b797bb408d1ba2b8e,10/29/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,yogurt,package printed,,10/29/2020,1.89,IMG_3962,40.69415,-73.99233,
5fb8464d797bb408d1ba2b8f,10/29/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,yogurt,package printed,,10/29/2020,1.89,IMG_3963,40.69415,-73.99233,
5fb84674797bb408d1ba2b90,10/29/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,yogurt,package printed,,10/28/2020,1.89,IMG_3965,40.69415,-73.99233,
5fb8469f797bb408d1ba2b91,10/29/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,yogurt,package printed,,10/29/2020,1.89,IMG_3966,40.69415,-73.99233,
5fb846ac797bb408d1ba2b92,10/29/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,yogurt,package printed,,10/29/2020,1.89,IMG_3967,40.69415,-73.99233,
5fb846bc797bb408d1ba2b93,10/29/2020,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,yogurt,package printed,,10/23/2020,1.89,IMG_3968,40.69415,-73.99233,
5fc3f347e12e1aa995d0b3ff,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,california roll sushi,sticker,sell thru,11/19/2020,5.95,IMG_3969,40.69789,-73.99267,
5fc3f396e12e1aa995d0b400,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,vegetable roll sushi,sticker,sell thru,11/19/2020,5.95,IMG_3970,40.69789,-73.99267,
5fc3f403e12e1aa995d0b401,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,lobster roll sushi,sticker,sell thru,11/19/2020,6.95,IMG_3977,40.69789,-73.99267,
5fc3f4d1e12e1aa995d0b402,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,rainbow roll sushi,sticker,sell thru,11/20/2020,12.95,IMG_3971,40.69789,-73.99267,
5fc3f522e12e1aa995d0b403,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,california roll sushi,sticker,sell thru,11/19/2020,5.95,IMG_3972,40.69789,-73.99267,
5fc3f54ce12e1aa995d0b404,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,crab & avocado brown roll sushi,sticker,sell thru,11/19/2020,5.95,IMG_3973,40.69789,-73.99267,
5fc3f672e12e1aa995d0b405,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,shrimp california roll sushi,sticker,sell thru,11/19/2020,6.95,IMG_3974,40.69789,-73.99267,
5fc3f687e12e1aa995d0b406,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,california roll sushi,sticker,sell thru,11/19/2020,5.95,IMG_3975,40.69789,-73.99267,
5fc3f696e12e1aa995d0b407,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,california roll sushi,sticker,sell thru,11/19/2020,5.95,IMG_3976,40.69789,-73.99267,
5fc3f9d2e12e1aa995d0b408,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,usda choice hereford small diced beef,sticker,sell by,11/20/2020,4.67,IMG_3978,40.69789,-73.99267,
5fc3fa91e12e1aa995d0b409,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,round bone lamb shoulder chops,sticker,sell by,11/21/2020,6.63,IMG_3979,40.69789,-73.99267,
5fc3fbf5e12e1aa995d0b40a,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,dark chocolate hummus,sticker,,11/20/2020,3.99,IMG_3980,40.69789,-73.99267,
5fc400abe12e1aa995d0b40b,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,cut cantaloupe,sticker,sell thru,11/20/2020,5.84,IMG_3981,40.69789,-73.99267,
5fc42e05e12e1aa995d0b40c,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,mixed fruit cup,sticker,sell thru,11/21/2020,5.94,IMG_3982,40.69789,-73.99267,
5fc42e51e12e1aa995d0b40d,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,honeydew cup,sticker,sell thru,11/19/2020,3.94,IMG_3983,40.69789,-73.99267,
5fc42e82e12e1aa995d0b40e,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,honeydew cup,sticker,sell thru,11/19/2020,3.24,IMG_3984,40.69789,-73.99267,
5fc42ec2e12e1aa995d0b40f,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,mixed fruit cup,sticker,sell thru,11/19/2020,5.73,IMG_3985,40.69789,-73.99267,
5fc42ef9e12e1aa995d0b410,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,pineapple cup,sticker,sell thru,11/21/2020,6.59,IMG_3986,40.69789,-73.99267,
5fc42f91e12e1aa995d0b411,11/20/2020,chain grocer,"ready-to-eat, shelf-stable, frozen, and perishable food",perishable,grilled chicken with sesame noodle hot dinner,sticker,sell thru,11/20/2020,8.99,IMG_3988,40.69789,-73.99267,
